scientific_name,common_name,url,categories,category_count,edibility_rating,medicinal_rating,source
Hovenia dulcis,Japanese Raisin Tree,https://pfaf.org/user/Plant.aspx?LatinName=Hovenia+dulcis,Fruit; Sweetener,2,3,2,PFAF
Humulus japonicus,Japanese Hop,https://pfaf.org/user/Plant.aspx?LatinName=Humulus+japonicus,Oil; Shoots,2,2,1,PFAF
Humulus lupulus,"Hop, Common hop, European Hop,",https://pfaf.org/user/Plant.aspx?LatinName=Humulus+lupulus,Drink; Root; Rutin; Shoots; Tea,5,4,5,PFAF
Hydrangea anomala,Hydrangea,https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+anomala,Condiment; Sap; Sweetener,3,3,1,PFAF
Hydrangea arborescens,"Seven Barks, Wild hydrangea, Ashy Hydrangea, Snowhill Hydrangea, Smooth Hydrangea",https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+arborescens,Stem,1,1,3,PFAF
Hydrangea aspera,Hydrangea,https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+aspera,Tea,1,1,0,PFAF
Hydrangea macrophylla,"French hydrangea , Florist's Hydrangea, Bigleaf Hydrangea",https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+macrophylla,Shoots; Sweetener,2,3,2,PFAF
Hydrangea paniculata,"Panicled hydrangea, Hybrid Hydrangea, PeeGee Hydrangea, Panicle Hydrangea",https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+paniculata,Rutin,1,1,2,PFAF
Hydrangea serrata,"Hydrangea, Mountain Hydrangea, Sawtooth Hydrangea",https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+serrata,Shoots,1,2,0,PFAF
Hydrangea serrata amagiana,,https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+serrata+amagiana,Shoots; Sweetener,2,4,0,PFAF
Hydrangea serrata thunbergii,"Tea of heaven, Ama-tsja,",https://pfaf.org/user/Plant.aspx?LatinName=Hydrangea+serrata+thunbergii,Shoots; Sweetener,2,3,0,PFAF
Hydrophyllum canadense,"John's Cabbage, Bluntleaf waterleaf",https://pfaf.org/user/Plant.aspx?LatinName=Hydrophyllum+canadense,Root,1,3,0,PFAF
Hydrophyllum capitatum,"Cat's Breeches, Ballhead waterleaf, Alpine waterleaf, Thompson's waterleaf",https://pfaf.org/user/Plant.aspx?LatinName=Hydrophyllum+capitatum,Root; Shoots,2,3,0,PFAF
Hydrophyllum occidentale,Western Waterleaf,https://pfaf.org/user/Plant.aspx?LatinName=Hydrophyllum+occidentale,Root,1,3,0,PFAF
Hydrophyllum tenuipes,Pacific Waterleaf,https://pfaf.org/user/Plant.aspx?LatinName=Hydrophyllum+tenuipes,Root; Stem,2,2,0,PFAF
Hymenaea courbaril,West Indian Locust,https://pfaf.org/user/Plant.aspx?LatinName=Hymenaea+courbaril,Drink; Gum; Inner bark; Tea,4,3,3,PFAF
Hymenoxys richardsonii,"Pingue Hymenoxys, Pingue rubberweed, Colorado rubberweed",https://pfaf.org/user/Plant.aspx?LatinName=Hymenoxys+richardsonii,Gum,1,2,1,PFAF
Hypericum ascyron,Great Saint John's Wort,https://pfaf.org/user/Plant.aspx?LatinName=Hypericum+ascyron,Shoots; Tea,2,1,2,PFAF
Hypericum kamtschaticum,,https://pfaf.org/user/Plant.aspx?LatinName=Hypericum+kamtschaticum,Shoots,1,1,0,PFAF
Hypericum perforatum,"St. John's Wort, Common St. Johnswort",https://pfaf.org/user/Plant.aspx?LatinName=Hypericum+perforatum,Tea,1,2,4,PFAF
Hyphaene thebaica,Doum Palm. Gingerbread palm.,https://pfaf.org/user/Plant.aspx?LatinName=Hyphaene+thebaica,Apical bud,1,2,2,PFAF
Hypochoeris apargioides,,https://pfaf.org/user/Plant.aspx?LatinName=Hypochoeris+apargioides,Root,1,1,0,PFAF
Hypochoeris incana,,https://pfaf.org/user/Plant.aspx?LatinName=Hypochoeris+incana,Root,1,2,0,PFAF
Hypochoeris scorzonerae,,https://pfaf.org/user/Plant.aspx?LatinName=Hypochoeris+scorzonerae,Root,1,1,1,PFAF
Hypoxis hygrometrica,Golden Weather Glass,https://pfaf.org/user/Plant.aspx?LatinName=Hypoxis+hygrometrica,Root,1,2,0,PFAF
Hyssopus officinalis,Hyssop,https://pfaf.org/user/Plant.aspx?LatinName=Hyssopus+officinalis,Condiment; Flowers; Oil; Shoots,4,2,3,PFAF
Iberis amara,"Rocket Candytuft, Annual candytuft",https://pfaf.org/user/Plant.aspx?LatinName=Iberis+amara,Condiment,1,1,2,PFAF
Idesia polycarpa,Idesia,https://pfaf.org/user/Plant.aspx?LatinName=Idesia+polycarpa,Fruit,1,1,0,PFAF
Ilex aculeolata,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+aculeolata,Root,1,1,0,PFAF
Ilex aquifolium,"Holly, English holl, Christmas Holly, Common Holly, English Holly",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+aquifolium,Tea,1,2,2,PFAF
Ilex cassine,"Cassine, Dahoon, Cassine Holly",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+cassine,Tea,1,1,1,PFAF
Ilex chapaensis,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+chapaensis,Fruit,1,1,0,PFAF
Ilex coriacea,Large Gallberry,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+coriacea,Fruit,1,1,0,PFAF
Ilex cornuta,"Horned Holly, Chinese holly",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+cornuta,Fruit,1,1,2,PFAF
Ilex crenata,"Japanese Holly, Box Leaved Holly",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+crenata,Fruit,1,1,0,PFAF
Ilex glabra,Inkberry,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+glabra,Tea,1,1,0,PFAF
Ilex latifolia,Tarajo,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+latifolia,Coffee; Tea,2,1,0,PFAF
Ilex macropoda,,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+macropoda,Tea,1,1,0,PFAF
Ilex opaca,American Holly,https://pfaf.org/user/Plant.aspx?LatinName=Ilex+opaca,Tea,1,2,2,PFAF
Ilex verticillata,"Winterberry, Common winterberry",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+verticillata,Tea,1,1,3,PFAF
Ilex vomitoria,"Yaupon Holly,",https://pfaf.org/user/Plant.aspx?LatinName=Ilex+vomitoria,Condiment; Tea,2,1,1,PFAF
Illicium anisatum,"Star Anise, Chinese Anise,Japanese Anise",https://pfaf.org/user/Plant.aspx?LatinName=Illicium+anisatum,Condiment,1,1,2,PFAF
Illicium floridanum,"Aniseed Tree, Florida anisetree, Purple Anise, Star Anise, Florida anise",https://pfaf.org/user/Plant.aspx?LatinName=Illicium+floridanum,Condiment,1,1,0,PFAF
Illicium verum,"Ba Jiao Hui Xian, Staranise tree",https://pfaf.org/user/Plant.aspx?LatinName=Illicium+verum,Fruit,1,3,3,PFAF
Impatiens aurella,Paleyellow touch-me-not,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+aurella,Seed; Shoots,2,2,2,PFAF
Impatiens balsamina,"Rose Balsam, Spotted snapweed, Touch-Me-Not, Garden Balsam",https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+balsamina,Oil; Seed; Shoots,3,2,2,PFAF
Impatiens capensis,Jewelweed,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+capensis,Seed; Shoots; Stem,3,3,2,PFAF
Impatiens ecalcarata,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+ecalcarata,Seed; Shoots,2,2,2,PFAF
Impatiens edgeworthii,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+edgeworthii,Oil,1,0,0,PFAF
Impatiens glandulifera,"Jewelweed, Ornamental jewelweed",https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+glandulifera,Oil; Seed; Shoots,3,3,1,PFAF
Impatiens noli-tangere,Touch-Me-Not,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+noli-tangere,Seed; Shoots,2,3,2,PFAF
Impatiens occidentalis,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+occidentalis,Seed; Shoots,2,3,2,PFAF
Impatiens pallida,"Pale Jewelweed, Pale touch-me-not",https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+pallida,Seed; Shoots,2,3,3,PFAF
Impatiens parviflora,Smallflower touchmenot,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+parviflora,Seed; Shoots,2,2,2,PFAF
Impatiens sulcata,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+sulcata,Oil; Seed,2,2,0,PFAF
Impatiens textori,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+textori,Shoots,1,1,0,PFAF
Impatiens tingens,,https://pfaf.org/user/Plant.aspx?LatinName=Impatiens+tingens,Seed,1,1,0,PFAF
Imperata cylindrica,"Cogongrass, Japanese Blood Grass",https://pfaf.org/user/Plant.aspx?LatinName=Imperata+cylindrica,Flowers; Root; Salt; Shoots,4,3,3,PFAF
Incarvillea delavayi,Hardy Gloxinia,https://pfaf.org/user/Plant.aspx?LatinName=Incarvillea+delavayi,Shoots,1,1,0,PFAF
Incarvillea sinensis,,https://pfaf.org/user/Plant.aspx?LatinName=Incarvillea+sinensis,Shoots,1,1,1,PFAF
Indigofera cassioides,,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+cassioides,Flowers,1,1,1,PFAF
Indigofera decora,Chinese indigo,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+decora,Seed,1,2,1,PFAF
Indigofera hebepetala,,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+hebepetala,Flowers; Seedpod,2,1,0,PFAF
Indigofera heterantha,Indigo Bush,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+heterantha,Flowers,1,1,0,PFAF
Indigofera pseudotinctoria,Indigo,https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+pseudotinctoria,Flowers,1,1,0,PFAF
Indigofera tinctoria,"Indigo, True Indigo, dye indigo",https://pfaf.org/user/Plant.aspx?LatinName=Indigofera+tinctoria,Colouring,1,2,2,PFAF
Inga edulis,"Ice Cream Bean, Monkey Tamarind",https://pfaf.org/user/Plant.aspx?LatinName=Inga+edulis,Seedpod,1,4,2,PFAF
Inga jinicuil,"Ice Cream Bean, Jinicuil",https://pfaf.org/user/Plant.aspx?LatinName=Inga+jinicuil,Seedpod,1,4,0,PFAF
Inula crithmoides,Golden Samphire,https://pfaf.org/user/Plant.aspx?LatinName=Inula+crithmoides,Condiment; Shoots,2,2,0,PFAF
Inula helenium,"Elecampane, Elecampane inula",https://pfaf.org/user/Plant.aspx?LatinName=Inula+helenium,Root,1,3,3,PFAF
Ipomoea alba,"Moonflower, Tropical white morning-glory",https://pfaf.org/user/Plant.aspx?LatinName=Ipomoea+alba,Seed,1,2,1,PFAF
Ipomoea aquatica,"Kangkong, Swamp Morning Glory",https://pfaf.org/user/Plant.aspx?LatinName=Ipomoea+aquatica,Shoots,1,4,2,PFAF
Ipomoea batatas,"Sweet Potato, Black Sweet Potato, Sweet Potato Vine",https://pfaf.org/user/Plant.aspx?LatinName=Ipomoea+batatas,Root; Shoots,2,5,0,PFAF
Ipomoea leptophylla,Bush Moon Flower,https://pfaf.org/user/Plant.aspx?LatinName=Ipomoea+leptophylla,Root,1,3,2,PFAF
Ipomoea pandurata,"Wild Potato Vine, Man of the earth",https://pfaf.org/user/Plant.aspx?LatinName=Ipomoea+pandurata,Root,1,3,2,PFAF
Ipomopsis aggregata,"Skyrocket, Scarlet gilia",https://pfaf.org/user/Plant.aspx?LatinName=Ipomopsis+aggregata,Nectar; Tea,2,1,2,PFAF
Iris cristata,"Crested Iris, Dwarf crested iris",https://pfaf.org/user/Plant.aspx?LatinName=Iris+cristata,Root,1,1,1,PFAF
Iris ensata,Japanese Water Iris,https://pfaf.org/user/Plant.aspx?LatinName=Iris+ensata,Root,1,1,1,PFAF
Iris filifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Iris+filifolia,Root,1,1,0,PFAF
Iris germanica,"Purple Flag, German iris, Orris-root, Tall Bearded German Iris, Bearded Iris",https://pfaf.org/user/Plant.aspx?LatinName=Iris+germanica,Condiment,1,1,3,PFAF
Iris germanica florentina,"Orris, Orris-root",https://pfaf.org/user/Plant.aspx?LatinName=Iris+germanica+florentina,Condiment,1,1,3,PFAF
Iris japonica,,https://pfaf.org/user/Plant.aspx?LatinName=Iris+japonica,Root,1,1,2,PFAF
Iris missouriensis,Rocky Mountain Iris,https://pfaf.org/user/Plant.aspx?LatinName=Iris+missouriensis,Coffee,1,1,2,PFAF
Iris pallida,"Dalmation Iris, Sweet iris, Fragrant Iris, Zebra Iris",https://pfaf.org/user/Plant.aspx?LatinName=Iris+pallida,Condiment,1,2,1,PFAF
Iris pseudacorus,"Yellow Flag, Paleyellow iris",https://pfaf.org/user/Plant.aspx?LatinName=Iris+pseudacorus,Coffee,1,1,2,PFAF
Iris setosa,"Beachhead Iris, Canada beachhead iris, Wild flag",https://pfaf.org/user/Plant.aspx?LatinName=Iris+setosa,Coffee; Root,2,1,1,PFAF
Iris sibirica,Siberian Iris,https://pfaf.org/user/Plant.aspx?LatinName=Iris+sibirica,Root,1,1,1,PFAF
Iris tectorum,"Roof Iris, Wall iris, Japanese Roof, White Root Iris",https://pfaf.org/user/Plant.aspx?LatinName=Iris+tectorum,Root,1,1,0,PFAF
Irvingia gabonensis,Dika Nut,https://pfaf.org/user/Plant.aspx?LatinName=Irvingia+gabonensis,Chocolate; Condiment; Drink; Oil,4,4,3,PFAF
Irvingia wombolu,Bitter bush-mango,https://pfaf.org/user/Plant.aspx?LatinName=Irvingia+wombolu,Oil,1,4,2,PFAF
Ixeris chinensis,,https://pfaf.org/user/Plant.aspx?LatinName=Ixeris+chinensis,Root,1,1,0,PFAF
Ixeris dentata,,https://pfaf.org/user/Plant.aspx?LatinName=Ixeris+dentata,Root,1,2,0,PFAF
Ixeris lanceolata,,https://pfaf.org/user/Plant.aspx?LatinName=Ixeris+lanceolata,Stem,1,2,0,PFAF
Ixeris stolonifera,Creeping lettuce,https://pfaf.org/user/Plant.aspx?LatinName=Ixeris+stolonifera,Root,1,1,0,PFAF
Jasminum grandiflorum,Jasmin,https://pfaf.org/user/Plant.aspx?LatinName=Jasminum+grandiflorum,Flowers; Oil,2,3,3,PFAF
Jasminum humile,Yellow Jasmine,https://pfaf.org/user/Plant.aspx?LatinName=Jasminum+humile,Condiment; Tea,2,1,1,PFAF
Jasminum odoratissimum,,https://pfaf.org/user/Plant.aspx?LatinName=Jasminum+odoratissimum,Condiment,1,1,0,PFAF
Jasminum officinale,"Jessamine, Poet's jasmine",https://pfaf.org/user/Plant.aspx?LatinName=Jasminum+officinale,Condiment; Flowers; Tea,3,2,2,PFAF
Jasminum sambac,Jasmine Tea,https://pfaf.org/user/Plant.aspx?LatinName=Jasminum+sambac,Flowers; Tea,2,3,3,PFAF
Jatropha curcas,"Physic Nut, Barbados Nut",https://pfaf.org/user/Plant.aspx?LatinName=Jatropha+curcas,Salt; Shoots,2,2,3,PFAF
Jovibarba sobolifera,Hen And Chickens Houseleek,https://pfaf.org/user/Plant.aspx?LatinName=Jovibarba+sobolifera,Shoots,1,2,0,PFAF
Jubaea chilensis,"Chilean Wine Palm, Chile cocopalm",https://pfaf.org/user/Plant.aspx?LatinName=Jubaea+chilensis,Fruit; Oil; Sap; Seed,4,3,0,PFAF
Juglans ailanthifolia,Japanese Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+ailanthifolia,Oil; Seed,2,3,1,PFAF
Juglans ailanthifolia cordiformis,Heartseed Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+ailanthifolia+cordiformis,Oil; Seed,2,4,1,PFAF
Juglans californica,"California Walnut, Southern California walnut",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+californica,Oil; Seed,2,2,1,PFAF
Juglans cathayensis,Chinese Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+cathayensis,Oil; Seed,2,3,0,PFAF
Juglans cinerea,"Butternut - White Walnut, Butternut",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+cinerea,Oil; Sap; Seed; Sweetener,4,3,3,PFAF
Juglans hindsii,"Hind's Black Walnut, Northern California walnut, Paradox hybrid walnut",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+hindsii,Oil; Seed,2,3,0,PFAF
Juglans intermedia,"Hind's Black Walnut, Northern California walnut, Paradox hybrid walnuH",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+intermedia,Oil; Seed,2,3,0,PFAF
Juglans major,Arizona Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+major,Oil; Seed,2,2,0,PFAF
Juglans mandschurica,Manchurian Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+mandschurica,Oil; Seed,2,3,1,PFAF
Juglans microcarpa,"Texas Walnut, Little walnut, Stewart's little walnut",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+microcarpa,Oil; Seed,2,2,0,PFAF
Juglans neotropica,Andean Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+neotropica,Oil,1,3,2,PFAF
Juglans nigra,Black Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+nigra,Oil; Sap; Seed; Sweetener,4,3,3,PFAF
Juglans regia,"Walnut, English walnut, Persian Walnut,",https://pfaf.org/user/Plant.aspx?LatinName=Juglans+regia,Oil; Sap; Seed; Sweetener; Tea,5,4,3,PFAF
Juglans regia fallax,Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+regia+fallax,Oil; Seed,2,3,0,PFAF
Juglans regia kamaonia,Walnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+regia+kamaonia,Oil; Seed,2,3,3,PFAF
Juglans sinensis,,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+sinensis,Oil; Seed,2,3,1,PFAF
Juglans x bisbyi,Buartnut,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+x+bisbyi,Oil; Seed,2,3,0,PFAF
Juncus balticus,Baltic Rush,https://pfaf.org/user/Plant.aspx?LatinName=Juncus+balticus,Drink; Seed; Sweetener,3,1,0,PFAF
Juncus effusus,"Soft Rush, Common rush, Lamp rush, Pacific rush",https://pfaf.org/user/Plant.aspx?LatinName=Juncus+effusus,Shoots,1,1,2,PFAF
Juniperus ashei,"Ashe Juniper, Mountain Cedar",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+ashei,Fruit,1,1,0,PFAF
Juniperus californica,"Californian Juniper, Chuperosa",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+californica,Fruit,1,2,1,PFAF
Juniperus communis,"Juniper, Common juniper",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+communis,Coffee; Condiment; Fruit; Tea,4,3,3,PFAF
Juniperus communis nana,Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+communis+nana,Coffee; Condiment; Fruit; Tea,4,3,3,PFAF
Juniperus conferta,Shore Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+conferta,Fruit,1,2,0,PFAF
Juniperus deppeana,Alligator Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+deppeana,Fruit,1,3,0,PFAF
Juniperus drupacea,Syrian Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+drupacea,Fruit,1,3,0,PFAF
Juniperus excelsa,Grecian Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+excelsa,Fruit,1,2,1,PFAF
Juniperus horizontalis,"Creeping Juniper, Horizontal Juniper",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+horizontalis,Coffee; Tea,2,2,1,PFAF
Juniperus monosperma,One-Seed Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+monosperma,Fruit; Gum,2,3,2,PFAF
Juniperus occidentalis,Western Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+occidentalis,Fruit,1,3,2,PFAF
Juniperus osteosperma,"Desert Juniper, Utah juniper",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+osteosperma,Fruit,1,2,2,PFAF
Juniperus oxycedrus,"Prickly Juniper, Cade juniper",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+oxycedrus,Oil,1,0,1,PFAF
Juniperus recurva,Himalayan Juniper,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+recurva,Fruit,1,1,1,PFAF
Juniperus rigida,"Temple Juniper, Needle Juniper",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+rigida,Condiment; Fruit; Oil,3,2,1,PFAF
Juniperus scopulorum,"Rocky Mountain Juniper, Weeping Rocky Mountian Juniper, Colorado Red Cedar",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+scopulorum,Coffee; Condiment; Fruit; Shoots; Tea,5,3,2,PFAF
Juniperus silicicola,"Southern Redcedar, Juniper, Southern Red Cedar",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+silicicola,Fruit,1,2,2,PFAF
Juniperus tetragona,,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+tetragona,Fruit,1,2,0,PFAF
Juniperus virginiana,"Pencil Cedar, Eastern redcedar, Southern redcedar, Silver Cedar, Burk Eastern Red Cedar, Silver East",https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+virginiana,Fruit; Tea,2,2,2,PFAF
Justicia procumbens,,https://pfaf.org/user/Plant.aspx?LatinName=Justicia+procumbens,Seed,1,2,2,PFAF
Kadsura coccinea,,https://pfaf.org/user/Plant.aspx?LatinName=Kadsura+coccinea,Fruit,1,2,1,PFAF
Kadsura heteroclita,,https://pfaf.org/user/Plant.aspx?LatinName=Kadsura+heteroclita,Fruit; Seed,2,2,0,PFAF
Kadsura japonica,,https://pfaf.org/user/Plant.aspx?LatinName=Kadsura+japonica,Fruit,1,2,1,PFAF
Kadsura longepedunculata,,https://pfaf.org/user/Plant.aspx?LatinName=Kadsura+longepedunculata,Fruit,1,2,2,PFAF
Kadsura oblongifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Kadsura+oblongifolia,Fruit,1,2,0,PFAF
Kalopanax septemlobus,"Tree Aralia, Castor aralia",https://pfaf.org/user/Plant.aspx?LatinName=Kalopanax+septemlobus,Shoots,1,2,1,PFAF
Kerria japonica,"Bachelor's Button, Japanese rose, Jew's Mallow, Japanese Kerria",https://pfaf.org/user/Plant.aspx?LatinName=Kerria+japonica,Fruit,1,1,1,PFAF
Khaya senegalensis,Dryzone Mahogany,https://pfaf.org/user/Plant.aspx?LatinName=Khaya+senegalensis,Oil,1,2,3,PFAF
Kinugasa japonica,Kinugasaso,https://pfaf.org/user/Plant.aspx?LatinName=Kinugasa+japonica,Fruit,1,1,0,PFAF
Knightia excelsa,Rewarewa,https://pfaf.org/user/Plant.aspx?LatinName=Knightia+excelsa,Nectar,1,1,0,PFAF
Koeleria macrantha,"June Grass, Prairie Junegrass",https://pfaf.org/user/Plant.aspx?LatinName=Koeleria+macrantha,Seed,1,1,1,PFAF
Koelreuteria paniculata,"Golden Rain Tree, Varnish Tree",https://pfaf.org/user/Plant.aspx?LatinName=Koelreuteria+paniculata,Seed; Shoots,2,2,1,PFAF
Kosteletzkya pentacarpos,,https://pfaf.org/user/Plant.aspx?LatinName=Kosteletzkya+pentacarpos,Egg; Flowers; Oil; Root; Tea,5,3,0,PFAF
Kummerowia striata,"Common Lespedeza, Japanese clover",https://pfaf.org/user/Plant.aspx?LatinName=Kummerowia+striata,Seed,1,2,1,PFAF
Kunzea muelleri,,https://pfaf.org/user/Plant.aspx?LatinName=Kunzea+muelleri,Tea,1,1,1,PFAF
Kunzea pomifera,,https://pfaf.org/user/Plant.aspx?LatinName=Kunzea+pomifera,Fruit,1,1,0,PFAF
Lablab purpureus,"Hyacinth Bean, Bonavist-bean",https://pfaf.org/user/Plant.aspx?LatinName=Lablab+purpureus,Flowers; Root; Seed; Seedpod,4,4,2,PFAF
Lactuca indica,Indian Lettuce,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+indica,Stem,1,3,2,PFAF
Lactuca indica laciniata,,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+indica+laciniata,Stem,1,3,2,PFAF
Lactuca pulchella,Blue Lettuce,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+pulchella,Gum,1,2,2,PFAF
Lactuca raddeana,,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+raddeana,Root,1,2,2,PFAF
Lactuca sativa,"Lettuce, Garden lettuce",https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+sativa,Oil; Seed,2,3,3,PFAF
Lactuca sativa angustana,Celtuce,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+sativa+angustana,Stem,1,3,3,PFAF
Lactuca serriola,Prickly Lettuce,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+serriola,Oil; Shoots,2,2,3,PFAF
Lactuca virosa,"Wild Lettuce, Bitter lettuce",https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+virosa,Oil,1,1,3,PFAF
Lagarostrobus franklinii,Huon Pine,https://pfaf.org/user/Plant.aspx?LatinName=Lagarostrobus+franklinii,Condiment,1,2,0,PFAF
Lagenaria siceraria,Bottle Gourd,https://pfaf.org/user/Plant.aspx?LatinName=Lagenaria+siceraria,Condiment; Fruit; Oil; Seed; Shoots,5,3,2,PFAF
Lagochilus inebrians,Intoxicating Mint,https://pfaf.org/user/Plant.aspx?LatinName=Lagochilus+inebrians,Tea,1,1,2,PFAF
Lagoecia cuminoides,Wild Cumin,https://pfaf.org/user/Plant.aspx?LatinName=Lagoecia+cuminoides,Condiment,1,1,0,PFAF
Lallemantia iberica,,https://pfaf.org/user/Plant.aspx?LatinName=Lallemantia+iberica,Oil; Seed,2,3,0,PFAF
Lamium album,White Dead Nettle,https://pfaf.org/user/Plant.aspx?LatinName=Lamium+album,Tea,1,2,3,PFAF
Lamium galeobdolon,Yellow Archangel,https://pfaf.org/user/Plant.aspx?LatinName=Lamium+galeobdolon,Flowers; Shoots,2,2,1,PFAF
Landolphia heudelotii,"Guinea gumvine, Landolphia rubber",https://pfaf.org/user/Plant.aspx?LatinName=Landolphia+heudelotii,Drink,1,3,2,PFAF
Lantana camara,"Wild Sage, Lantana Verbena",https://pfaf.org/user/Plant.aspx?LatinName=Lantana+camara,Tea,1,2,4,PFAF
Lapageria rosea,Chilean Bellflower,https://pfaf.org/user/Plant.aspx?LatinName=Lapageria+rosea,Fruit,1,3,0,PFAF
Lapsana apogonoides,,https://pfaf.org/user/Plant.aspx?LatinName=Lapsana+apogonoides,Seed,1,1,0,PFAF
Lapsana communis,"Nipplewort, Common nipplewort",https://pfaf.org/user/Plant.aspx?LatinName=Lapsana+communis,Shoots,1,2,0,PFAF
Lardizabala biternata,Zabala Fruit,https://pfaf.org/user/Plant.aspx?LatinName=Lardizabala+biternata,Fruit,1,3,0,PFAF
Larix decidua,"Larch, European Larch, Common Larch",https://pfaf.org/user/Plant.aspx?LatinName=Larix+decidua,Inner bark; Manna,2,2,3,PFAF
Larix laricina,"Tamarack, Hackmatack, American Larch",https://pfaf.org/user/Plant.aspx?LatinName=Larix+laricina,Shoots; Tea,2,2,2,PFAF
Larix lyallii,Sub-Alpine Larch,https://pfaf.org/user/Plant.aspx?LatinName=Larix+lyallii,Shoots,1,1,0,PFAF
Larix occidentalis,Western Larch,https://pfaf.org/user/Plant.aspx?LatinName=Larix+occidentalis,Gum; Manna; Sap; Sweetener,4,2,2,PFAF
