recommended_soil,temperature,humidity,soil_moisture
loam soil,36,47.0,4
loam soil,37,44.0,5
loam soil,38,41.0,6
loam soil,39,38.0,7
loam soil,40,35.0,8
loam soil,41,32.0,9
loam soil,42,29.0,10
loam soil,43,26.0,11
loam soil,44,23.0,12
loam soil,45,20.0,13
loam soil,46,17.0,14
loam soil,25,80.0,15
loam soil,26,77.0,16
loam soil,27,74.0,17
loam soil,28,71.0,18
loam soil,29,68.0,19
loam soil,30,65.0,20
loam soil,31,62.0,21
loam soil,32,59.0,22
loam soil,33,56.0,23
loam soil,34,53.0,24
loam soil,35,50.0,25
loam soil,36,47.0,26
loam soil,37,44.0,27
loam soil,38,41.0,28
loam soil,39,38.0,29
loam soil,40,35.0,30
loam soil,41,32.0,31
loam soil,42,29.0,32
loam soil,43,26.0,33
loam soil,44,23.0,34
loam soil,45,20.0,35
loam soil,46,17.0,36
loam soil,25,80.0,37
loam soil,26,77.0,38
loam soil,27,74.0,39
loam soil,28,71.0,40
loam soil,29,68.0,41
loam soil,30,65.0,42
loam soil,31,62.0,43
loam soil,32,59.0,44
loam soil,33,56.0,45
loam soil,34,53.0,46
loam soil,35,50.0,47
loam soil,36,47.0,48
loam soil,37,44.0,49
loam soil,38,41.0,50
loam soil,39,38.0,51
loam soil,40,35.0,52
loam soil,41,32.0,53
loam soil,42,29.0,54
loam soil,43,26.0,55
loam soil,44,23.0,56
loam soil,45,20.0,57
loam soil,46,17.0,58
loam soil,25,80.0,59
loam soil,26,77.0,60
loam soil,27,74.0,61
loam soil,28,71.0,62
loam soil,29,68.0,63
loam soil,30,65.0,64
loam soil,31,62.0,65
loam soil,32,59.0,66
loam soil,33,56.0,67
loam soil,34,53.0,68
loam soil,35,50.0,69
loam soil,36,47.0,70
loam soil,37,44.0,71
loam soil,38,41.0,72
loam soil,39,38.0,73
loam soil,40,35.0,74
loam soil,41,32.0,75
loam soil,42,29.0,76
loam soil,43,26.0,77
loam soil,44,23.0,78
loam soil,45,20.0,79
loam soil,46,17.0,80
loam soil,25,80.0,81
loam soil,26,77.0,82
loam soil,27,74.0,83
loam soil,28,71.0,84
loam soil,29,68.0,85
loam soil,30,65.0,86
loam soil,31,62.0,87
loam soil,32,59.0,88
loam soil,33,56.0,89
loam soil,34,53.0,90
loam soil,35,50.0,91
loam soil,36,47.0,92
loam soil,37,44.0,93
loam soil,38,41.0,94
loam soil,39,38.0,95
loam soil,40,35.0,96
loam soil,41,32.0,97
loam soil,42,29.0,98
loam soil,43,26.0,99
loam soil,44,23.0,100
loam soil,45,20.0,1
loam soil,46,17.0,2
loam soil,25,80.0,3
loam soil,26,77.0,4
loam soil,27,74.0,5
loam soil,28,71.0,6
loam soil,29,68.0,7
loam soil,30,65.0,8
loam soil,31,62.0,9
loam soil,32,59.0,10
loam soil,33,56.0,11
loam soil,34,53.0,12
loam soil,35,50.0,13
loam soil,36,47.0,14
loam soil,37,44.0,15
loam soil,38,41.0,16
loam soil,39,38.0,17
loam soil,40,35.0,18
loam soil,41,32.0,19
loam soil,42,29.0,20
loam soil,43,26.0,21
loam soil,44,23.0,22
loam soil,45,20.0,23
loam soil,46,17.0,24
loam soil,25,80.0,25
loam soil,26,77.0,26
loam soil,27,74.0,27
loam soil,28,71.0,28
loam soil,29,68.0,29
loam soil,30,65.0,30
loam soil,31,62.0,31
loam soil,32,59.0,32
loam soil,33,56.0,33
loam soil,34,53.0,34
loam soil,35,50.0,35
loam soil,36,47.0,36
loam soil,37,44.0,37
loam soil,38,41.0,38
loam soil,39,38.0,39
loam soil,40,35.0,40
loam soil,41,32.0,41
loam soil,42,29.0,42
loam soil,43,26.0,43
loam soil,44,23.0,44
loam soil,45,20.0,45
loam soil,46,17.0,46
loam soil,25,80.0,47
loam soil,26,77.0,48
loam soil,27,74.0,49
loam soil,28,71.0,50
loam soil,29,68.0,51
loam soil,30,65.0,52
loam soil,31,62.0,53
loam soil,32,59.0,54
loam soil,33,56.0,55
loam soil,34,53.0,56
loam soil,35,50.0,57
loam soil,36,47.0,58
loam soil,37,44.0,59
loam soil,38,41.0,60
loam soil,39,38.0,61
loam soil,40,35.0,62
loam soil,41,32.0,63
loam soil,42,29.0,64
loam soil,43,26.0,65
loam soil,44,23.0,66
loam soil,45,20.0,67
loam soil,46,17.0,68
loam soil,25,80.0,69
loam soil,26,77.0,70
loam soil,27,74.0,71
loam soil,28,71.0,72
loam soil,29,68.0,73
loam soil,30,65.0,74
loam soil,31,62.0,75
loam soil,32,59.0,76
loam soil,33,56.0,77
loam soil,34,53.0,78
loam soil,35,50.0,79
loam soil,36,47.0,80
loam soil,37,44.0,81
loam soil,38,41.0,82
loam soil,39,38.0,83
loam soil,40,35.0,84
loam soil,41,32.0,85
loam soil,42,29.0,86
loam soil,43,26.0,87
loam soil,44,23.0,88
loam soil,45,20.0,89
loam soil,46,17.0,90
loam soil,25,80.0,91
loam soil,26,77.0,92
loam soil,27,74.0,93
loam soil,28,71.0,94
loam soil,29,68.0,95
loam soil,30,65.0,96
loam soil,31,62.0,97
loam soil,32,59.0,98
loam soil,33,56.0,99
loam soil,34,53.0,100
clay soil,35,50.0,1
clay soil,36,47.0,2
clay soil,37,44.0,3
clay soil,38,41.0,4
clay soil,39,38.0,5
clay soil,40,35.0,6
clay soil,41,32.0,7
clay soil,42,29.0,8
clay soil,43,26.0,9
clay soil,44,23.0,10
clay soil,45,20.0,11
clay soil,46,17.0,12
clay soil,25,80.0,13
clay soil,26,77.0,14
clay soil,27,74.0,15
clay soil,28,71.0,16
clay soil,29,68.0,17
clay soil,30,65.0,18
clay soil,31,62.0,19
clay soil,32,59.0,20
clay soil,33,56.0,21
clay soil,34,53.0,22
clay soil,35,50.0,23
clay soil,36,47.0,24
clay soil,37,44.0,25
clay soil,38,41.0,26
clay soil,39,38.0,27
clay soil,40,35.0,28
clay soil,41,32.0,29
clay soil,42,29.0,30
clay soil,43,26.0,31
clay soil,44,23.0,32
clay soil,45,20.0,33
clay soil,46,17.0,34
clay soil,25,80.0,35
clay soil,26,77.0,36
clay soil,27,74.0,37
clay soil,28,71.0,38
clay soil,29,68.0,39
clay soil,30,65.0,40
clay soil,31,62.0,41
clay soil,32,59.0,42
clay soil,33,56.0,43
clay soil,34,53.0,44
clay soil,35,50.0,45
clay soil,36,47.0,46
clay soil,37,44.0,47
clay soil,38,41.0,48
clay soil,39,38.0,49
clay soil,40,35.0,50
clay soil,41,32.0,51
clay soil,42,29.0,52
clay soil,43,26.0,53
clay soil,44,23.0,54
clay soil,45,20.0,55
clay soil,46,17.0,56
clay soil,25,80.0,57
clay soil,26,77.0,58
clay soil,27,74.0,59
clay soil,28,71.0,60
clay soil,29,68.0,61
clay soil,30,65.0,62
clay soil,31,62.0,63
clay soil,32,59.0,64
clay soil,33,56.0,65
clay soil,34,53.0,66
clay soil,35,50.0,67
clay soil,36,47.0,68
clay soil,37,44.0,69
clay soil,38,41.0,70
clay soil,39,38.0,71
clay soil,40,35.0,72
clay soil,41,32.0,73
clay soil,42,29.0,74
clay soil,43,26.0,75
clay soil,44,23.0,76
clay soil,45,20.0,77
clay soil,46,17.0,78
clay soil,25,80.0,79
clay soil,26,77.0,80
clay soil,27,74.0,81
clay soil,28,71.0,82
clay soil,29,68.0,83
clay soil,30,65.0,84
clay soil,31,62.0,85
clay soil,32,59.0,86
clay soil,33,56.0,87
clay soil,34,53.0,88
clay soil,35,50.0,89
clay soil,36,47.0,90
clay soil,37,44.0,91
clay soil,38,41.0,92
clay soil,39,38.0,93
clay soil,40,35.0,94
clay soil,41,32.0,95
clay soil,42,29.0,96
clay soil,43,26.0,97
clay soil,44,23.0,98
clay soil,45,20.0,99
clay soil,46,17.0,100
clay soil,25,80.0,1
clay soil,26,77.0,2
clay soil,27,74.0,3
clay soil,28,71.0,4
clay soil,29,68.0,5
clay soil,30,65.0,6
clay soil,31,62.0,7
clay soil,32,59.0,8
clay soil,33,56.0,9
clay soil,34,53.0,10
clay soil,35,50.0,11
clay soil,36,47.0,12
clay soil,37,44.0,13
clay soil,38,41.0,14
clay soil,39,38.0,15
clay soil,40,35.0,16
clay soil,41,32.0,17
clay soil,42,29.0,18
clay soil,43,26.0,19
clay soil,44,23.0,20
clay soil,45,20.0,21
clay soil,46,17.0,22
clay soil,25,80.0,23
clay soil,26,77.0,24
clay soil,27,74.0,25
clay soil,28,71.0,26
clay soil,29,68.0,27
clay soil,30,65.0,28
clay soil,31,62.0,29
clay soil,32,59.0,30
clay soil,33,56.0,31
clay soil,34,53.0,32
clay soil,35,50.0,33
clay soil,36,47.0,34
clay soil,37,44.0,35
clay soil,38,41.0,36
clay soil,39,38.0,37
clay soil,40,35.0,38
clay soil,41,32.0,39
clay soil,42,29.0,40
clay soil,43,26.0,41
clay soil,44,23.0,42
clay soil,45,20.0,43
clay soil,46,17.0,44
clay soil,25,80.0,45
clay soil,26,77.0,46
clay soil,27,74.0,47
clay soil,28,71.0,48
clay soil,29,68.0,49
clay soil,30,65.0,50
clay soil,31,62.0,51
clay soil,32,59.0,52
clay soil,33,56.0,53
clay soil,34,53.0,54
clay soil,35,50.0,55
clay soil,36,47.0,56
clay soil,37,44.0,57
clay soil,38,41.0,58
clay soil,39,38.0,59
clay soil,40,35.0,60
clay soil,41,32.0,61
clay soil,42,29.0,62
clay soil,43,26.0,63
clay soil,44,23.0,64
clay soil,45,20.0,65
clay soil,46,17.0,66
clay soil,25,80.0,67
clay soil,26,77.0,68
clay soil,27,74.0,69
clay soil,28,71.0,70
clay soil,29,68.0,71
clay soil,30,65.0,72
clay soil,31,62.0,73
clay soil,32,59.0,74
clay soil,33,56.0,75
clay soil,34,53.0,76
clay soil,35,50.0,77
clay soil,36,47.0,78
clay soil,37,44.0,79
clay soil,38,41.0,80
clay soil,39,38.0,81
clay soil,40,35.0,82
clay soil,41,32.0,83
clay soil,42,29.0,84
clay soil,43,26.0,85
clay soil,44,23.0,86
clay soil,45,20.0,87
clay soil,46,17.0,88
clay soil,25,80.0,89
clay soil,26,77.0,90
clay soil,27,74.0,91
clay soil,28,71.0,92
clay soil,29,68.0,93
clay soil,30,65.0,94
clay soil,31,62.0,95
clay soil,32,59.0,96
clay soil,33,56.0,97
clay soil,34,53.0,98
clay soil,35,50.0,99
clay soil,36,47.0,100
clay soil,37,44.0,1
clay soil,38,41.0,2
clay soil,39,38.0,3
clay soil,40,35.0,4
clay soil,41,32.0,5
clay soil,42,29.0,6
clay soil,43,26.0,7
clay soil,44,23.0,8
clay soil,45,20.0,9
clay soil,46,17.0,10
clay soil,25,80.0,11
clay soil,26,77.0,12
clay soil,27,74.0,13
clay soil,28,71.0,14
clay soil,29,68.0,15
clay soil,30,65.0,16
clay soil,31,62.0,17
clay soil,32,59.0,18
clay soil,33,56.0,19
clay soil,34,53.0,20
clay soil,35,50.0,21
clay soil,36,47.0,22
clay soil,37,44.0,23
clay soil,38,41.0,24
clay soil,39,38.0,25
clay soil,40,35.0,26
clay soil,41,32.0,27
clay soil,42,29.0,28
clay soil,43,26.0,29
clay soil,44,23.0,30
clay soil,45,20.0,31
clay soil,46,17.0,32
clay soil,25,80.0,33
clay soil,26,77.0,34
clay soil,27,74.0,35
clay soil,28,71.0,36
clay soil,29,68.0,37
clay soil,30,65.0,38
clay soil,31,62.0,39
clay soil,32,59.0,40
clay soil,33,56.0,41
clay soil,34,53.0,42
clay soil,35,50.0,43
clay soil,36,47.0,44
clay soil,37,44.0,45
clay soil,38,41.0,46
clay soil,39,38.0,47
clay soil,40,35.0,48
clay soil,41,32.0,49
clay soil,42,29.0,50
clay soil,43,26.0,51
clay soil,44,23.0,52
clay soil,45,20.0,53
clay soil,46,17.0,54
clay soil,25,80.0,55
clay soil,26,77.0,56
clay soil,27,74.0,57
clay soil,28,71.0,58
clay soil,29,68.0,59
clay soil,30,65.0,60
clay soil,31,62.0,61
clay soil,32,59.0,62
clay soil,33,56.0,63
clay soil,34,53.0,64
clay soil,35,50.0,65
clay soil,36,47.0,66
clay soil,37,44.0,67
clay soil,38,41.0,68
clay soil,39,38.0,69
clay soil,40,35.0,70
clay soil,41,32.0,71
clay soil,42,29.0,72
clay soil,43,26.0,73
clay soil,44,23.0,74
clay soil,45,20.0,75
clay soil,46,17.0,76
clay soil,25,80.0,77
clay soil,26,77.0,78
clay soil,27,74.0,79
clay soil,28,71.0,80
clay soil,29,68.0,81
clay soil,30,65.0,82
clay soil,31,62.0,83
clay soil,32,59.0,84
clay soil,33,56.0,85
clay soil,34,53.0,86
clay soil,35,50.0,87
clay soil,36,47.0,88
clay soil,37,44.0,89
clay soil,38,41.0,90
clay soil,39,38.0,91
clay soil,40,35.0,92
clay soil,41,32.0,93
clay soil,42,29.0,94
clay soil,43,26.0,95
clay soil,44,23.0,96
clay soil,45,20.0,97
clay soil,46,17.0,98
clay soil,25,80.0,99
clay soil,26,77.0,100
clay soil,27,74.0,1
clay soil,28,71.0,2
clay soil,29,68.0,3
clay soil,30,65.0,4
clay soil,31,62.0,5
clay soil,32,59.0,6
clay soil,33,56.0,7
clay soil,34,53.0,8
clay soil,35,50.0,9
clay soil,36,47.0,10
clay soil,37,44.0,11
clay soil,38,41.0,12
clay soil,39,38.0,13
clay soil,40,35.0,14
clay soil,41,32.0,15
clay soil,42,29.0,16
clay soil,43,26.0,17
clay soil,44,23.0,18
clay soil,45,20.0,19
clay soil,46,17.0,20
clay soil,25,80.0,21
clay soil,26,77.0,22
clay soil,27,74.0,23
clay soil,28,71.0,24
clay soil,29,68.0,25
clay soil,30,65.0,26
clay soil,31,62.0,27
clay soil,32,59.0,28
clay soil,33,56.0,29
clay soil,34,53.0,30
clay soil,35,50.0,31
clay soil,36,47.0,32
clay soil,37,44.0,33
clay soil,38,41.0,34
clay soil,39,38.0,35
clay soil,40,35.0,36
clay soil,41,32.0,37
clay soil,42,29.0,38
clay soil,43,26.0,39
clay soil,44,23.0,40
clay soil,45,20.0,41
clay soil,46,17.0,42
clay soil,25,80.0,43
clay soil,26,77.0,44
clay soil,27,74.0,45
clay soil,28,71.0,46
clay soil,29,68.0,47
clay soil,30,65.0,48
clay soil,31,62.0,49
clay soil,32,59.0,50
clay soil,33,56.0,51
clay soil,34,53.0,52
clay soil,35,50.0,53
clay soil,36,47.0,54
clay soil,37,44.0,55
clay soil,38,41.0,56
clay soil,39,38.0,57
clay soil,40,35.0,58
clay soil,41,32.0,59
clay soil,42,29.0,60
clay soil,43,26.0,61
clay soil,44,23.0,62
clay soil,45,20.0,63
clay soil,46,17.0,64
clay soil,25,80.0,65
clay soil,26,77.0,66
clay soil,27,74.0,67
clay soil,28,71.0,68
clay soil,29,68.0,69
clay soil,30,65.0,70
clay soil,31,62.0,71
clay soil,32,59.0,72
clay soil,33,56.0,73
clay soil,34,53.0,74
clay soil,35,50.0,75
clay soil,36,47.0,76
clay soil,37,44.0,77
clay soil,38,41.0,78
clay soil,39,38.0,79
clay soil,40,35.0,80
clay soil,41,32.0,81
clay soil,42,29.0,82
clay soil,43,26.0,83
clay soil,44,23.0,84
clay soil,45,20.0,85
clay soil,46,17.0,86
clay soil,25,80.0,87
clay soil,26,77.0,88
clay soil,27,74.0,89
clay soil,28,71.0,90
clay soil,29,68.0,91
clay soil,30,65.0,92
clay soil,31,62.0,93
clay soil,32,59.0,94
clay soil,33,56.0,95
clay soil,34,53.0,96
clay soil,35,50.0,97
clay soil,36,47.0,98
clay soil,37,44.0,99
clay soil,38,41.0,100
clay soil,39,38.0,1
clay soil,40,35.0,2
clay soil,41,32.0,3
clay soil,42,29.0,4
clay soil,43,26.0,5
clay soil,44,23.0,6
clay soil,45,20.0,7
clay soil,46,17.0,8
clay soil,25,80.0,9
clay soil,26,77.0,10
clay soil,27,74.0,11
clay soil,28,71.0,12
clay soil,29,68.0,13
clay soil,30,65.0,14
clay soil,31,62.0,15
clay soil,32,59.0,16
clay soil,33,56.0,17
clay soil,34,53.0,18
clay soil,35,50.0,19
clay soil,36,47.0,20
clay soil,37,44.0,21
clay soil,38,41.0,22
clay soil,39,38.0,23
clay soil,40,35.0,24
clay soil,41,32.0,25
clay soil,42,29.0,26
clay soil,43,26.0,27
clay soil,44,23.0,28
clay soil,45,20.0,29
clay soil,46,17.0,30
clay soil,25,80.0,31
clay soil,26,77.0,32
clay soil,27,74.0,33
clay soil,28,71.0,34
clay soil,29,68.0,35
clay soil,30,65.0,36
clay soil,31,62.0,37
clay soil,32,59.0,38
clay soil,33,56.0,39
clay soil,34,53.0,40
clay soil,35,50.0,41
clay soil,36,47.0,42
clay soil,37,44.0,43
clay soil,38,41.0,44
clay soil,39,38.0,45
clay soil,40,35.0,46
clay soil,41,32.0,47
clay soil,42,29.0,48
clay soil,43,26.0,49
clay soil,44,23.0,50
clay soil,45,20.0,51
clay soil,46,17.0,52
clay soil,25,80.0,53
clay soil,26,77.0,54
clay soil,27,74.0,55
clay soil,28,71.0,56
clay soil,29,68.0,57
clay soil,30,65.0,58
clay soil,31,62.0,59
clay soil,32,59.0,60
clay soil,33,56.0,61
clay soil,34,53.0,62
clay soil,35,50.0,63
clay soil,36,47.0,64
clay soil,37,44.0,65
clay soil,38,41.0,66
clay soil,39,38.0,67
clay soil,40,35.0,68
clay soil,41,32.0,69
clay soil,42,29.0,70
clay soil,43,26.0,71
clay soil,44,23.0,72
clay soil,45,20.0,73
clay soil,46,17.0,74
clay soil,25,80.0,75
clay soil,26,77.0,76
clay soil,27,74.0,77
clay soil,28,71.0,78
clay soil,29,68.0,79
clay soil,30,65.0,80
clay soil,31,62.0,81
clay soil,32,59.0,82
clay soil,33,56.0,83
clay soil,34,53.0,84
clay soil,35,50.0,85
clay soil,36,47.0,86
clay soil,37,44.0,87
clay soil,38,41.0,88
clay soil,39,38.0,89
clay soil,40,35.0,90
clay soil,41,32.0,91
clay soil,42,29.0,92
clay soil,43,26.0,93
clay soil,44,23.0,94
clay soil,45,20.0,95
clay soil,46,17.0,96
clay soil,25,80.0,97
clay soil,26,77.0,98
clay soil,27,74.0,99
clay soil,28,71.0,100
sandy soil,18,86.0,1
sandy soil,17,87.0,2
sandy soil,16,88.0,3
sandy soil,15,89.0,4
sandy soil,14,90.0,5
sandy soil,13,91.0,6
sandy soil,24,80.0,7
sandy soil,23,81.0,8
sandy soil,22,82.0,9
sandy soil,21,83.0,10
sandy soil,20,84.0,11
sandy soil,19,85.0,12
sandy soil,18,86.0,13
sandy soil,17,87.0,14
sandy soil,16,88.0,15
sandy soil,15,89.0,16
sandy soil,14,90.0,17
sandy soil,13,91.0,18
sandy soil,24,80.0,19
sandy soil,23,81.0,20
sandy soil,22,82.0,21
sandy soil,21,83.0,22
sandy soil,20,84.0,23
sandy soil,19,85.0,24
sandy soil,18,86.0,25
sandy soil,17,87.0,26
sandy soil,16,88.0,27
sandy soil,15,89.0,28
sandy soil,14,90.0,29
sandy soil,13,91.0,30
sandy soil,24,80.0,31
sandy soil,23,81.0,32
sandy soil,22,82.0,33
sandy soil,21,83.0,34
sandy soil,20,84.0,35
sandy soil,19,85.0,36
sandy soil,18,86.0,37
sandy soil,17,87.0,38
sandy soil,16,88.0,39
sandy soil,15,89.0,40
sandy soil,14,90.0,41
sandy soil,24,80.0,42
sandy soil,23,81.0,43
sandy soil,22,82.0,44
sandy soil,21,83.0,45
sandy soil,20,84.0,46
sandy soil,19,85.0,47
sandy soil,18,86.0,48
sandy soil,17,87.0,49
sandy soil,16,88.0,50
sandy soil,15,89.0,51
sandy soil,14,90.0,52
sandy soil,13,91.0,53
sandy soil,24,80.0,54
sandy soil,23,81.0,55
sandy soil,22,82.0,56
sandy soil,21,83.0,57
sandy soil,20,84.0,58
sandy soil,19,85.0,59
sandy soil,18,86.0,60
sandy soil,17,87.0,61
sandy soil,16,88.0,62
sandy soil,15,89.0,63
sandy soil,14,90.0,64
sandy soil,13,91.0,65
sandy soil,24,80.0,66
sandy soil,23,81.0,67
sandy soil,22,82.0,68
sandy soil,21,83.0,69
sandy soil,24,80.0,70
sandy soil,23,81.0,71
sandy soil,22,82.0,72
sandy soil,21,83.0,73
sandy soil,20,84.0,74
sandy soil,19,85.0,75
sandy soil,18,86.0,76
sandy soil,17,87.0,77
sandy soil,16,88.0,78
sandy soil,15,89.0,79
sandy soil,18,86.0,1
sandy soil,17,87.0,2
sandy soil,16,88.0,3
sandy soil,15,89.0,4
sandy soil,14,90.0,5
sandy soil,13,91.0,6
sandy soil,24,80.0,7
sandy soil,23,81.0,8
sandy soil,22,82.0,9
sandy soil,21,83.0,10
sandy soil,20,84.0,11
sandy soil,19,85.0,12
sandy soil,18,86.0,13
sandy soil,17,87.0,14
sandy soil,16,88.0,15
sandy soil,15,89.0,16
sandy soil,14,90.0,17
sandy soil,13,91.0,18
sandy soil,24,80.0,19
sandy soil,23,81.0,20
sandy soil,22,82.0,21
sandy soil,21,83.0,22
sandy soil,20,84.0,23
sandy soil,19,85.0,24
sandy soil,18,86.0,25
sandy soil,17,87.0,26
sandy soil,16,88.0,27
sandy soil,15,89.0,28
sandy soil,14,90.0,29
sandy soil,13,91.0,30
sandy soil,24,80.0,31
sandy soil,23,81.0,32
sandy soil,22,82.0,33
sandy soil,21,83.0,34
sandy soil,20,84.0,35
sandy soil,19,85.0,36
sandy soil,18,86.0,37
sandy soil,17,87.0,38
sandy soil,16,88.0,39
sandy soil,15,89.0,40
sandy soil,14,90.0,41
sandy soil,24,80.0,42
sandy soil,23,81.0,43
sandy soil,22,82.0,44
sandy soil,21,83.0,45
sandy soil,20,84.0,46
sandy soil,19,85.0,47
sandy soil,18,86.0,48
sandy soil,17,87.0,49
sandy soil,16,88.0,50
sandy soil,15,89.0,51
sandy soil,14,90.0,52
sandy soil,13,91.0,53
sandy soil,24,80.0,54
sandy soil,23,81.0,55
sandy soil,22,82.0,56
sandy soil,21,83.0,57
sandy soil,20,84.0,58
sandy soil,19,85.0,59
sandy soil,18,86.0,60
sandy soil,17,87.0,61
sandy soil,16,88.0,62
sandy soil,15,89.0,63
sandy soil,14,90.0,64
sandy soil,13,91.0,65
sandy soil,24,80.0,66
sandy soil,23,81.0,67
sandy soil,22,82.0,68
sandy soil,21,83.0,69
sandy soil,18,86.0,1
sandy soil,17,87.0,2
sandy soil,16,88.0,3
sandy soil,15,89.0,4
sandy soil,14,90.0,5
sandy soil,13,91.0,6
sandy soil,24,80.0,7
sandy soil,23,81.0,8
sandy soil,22,82.0,9
sandy soil,21,83.0,10
sandy soil,20,84.0,11
sandy soil,19,85.0,12
sandy soil,18,86.0,13
sandy soil,17,87.0,14
sandy soil,16,88.0,15
sandy soil,15,89.0,16
sandy soil,14,90.0,17
sandy soil,13,91.0,18
sandy soil,24,80.0,19
sandy soil,23,81.0,20
sandy soil,22,82.0,21
sandy soil,21,83.0,22
sandy soil,20,84.0,23
sandy soil,19,85.0,24
sandy soil,18,86.0,25
sandy soil,17,87.0,26
sandy soil,16,88.0,27
sandy soil,15,89.0,28
sandy soil,14,90.0,29
sandy soil,13,91.0,30
sandy soil,24,80.0,31
sandy soil,23,81.0,32
sandy soil,22,82.0,33
sandy soil,21,83.0,34
sandy soil,20,84.0,35
sandy soil,19,85.0,36
sandy soil,18,86.0,37
sandy soil,17,87.0,38
sandy soil,16,88.0,39
sandy soil,15,89.0,40
sandy soil,14,90.0,41
sandy soil,24,80.0,42
sandy soil,23,81.0,43
sandy soil,22,82.0,44
sandy soil,21,83.0,45
sandy soil,20,84.0,46
sandy soil,19,85.0,47
sandy soil,18,86.0,48
sandy soil,17,87.0,49
sandy soil,16,88.0,50
sandy soil,15,89.0,51
sandy soil,14,90.0,52
sandy soil,13,91.0,53
sandy soil,24,80.0,54
sandy soil,23,81.0,55
sandy soil,22,82.0,56
sandy soil,21,83.0,57
sandy soil,20,84.0,58
sandy soil,19,85.0,59
sandy soil,18,86.0,60
sandy soil,17,87.0,61
sandy soil,16,88.0,62
sandy soil,15,89.0,63
sandy soil,14,90.0,64
sandy soil,13,91.0,65
sandy soil,24,80.0,66
sandy soil,23,81.0,67
sandy soil,22,82.0,68
sandy soil,21,83.0,69
sandy soil,18,86.0,1
sandy soil,17,87.0,2
sandy soil,16,88.0,3
sandy soil,15,89.0,4
sandy soil,14,90.0,5
sandy soil,13,91.0,6
sandy soil,24,80.0,7
sandy soil,23,81.0,8
sandy soil,22,82.0,9
sandy soil,21,83.0,10
sandy soil,20,84.0,11
sandy soil,19,85.0,12
sandy soil,18,86.0,13
sandy soil,17,87.0,14
sandy soil,16,88.0,15
sandy soil,15,89.0,16
sandy soil,14,90.0,17
sandy soil,13,91.0,18
sandy soil,24,80.0,19
sandy soil,23,81.0,20
sandy soil,22,82.0,21
sandy soil,21,83.0,22
sandy soil,20,84.0,23
sandy soil,19,85.0,24
sandy soil,18,86.0,25
sandy soil,17,87.0,26
sandy soil,16,88.0,27
sandy soil,15,89.0,28
sandy soil,14,90.0,29
sandy soil,13,91.0,30
sandy soil,24,80.0,31
sandy soil,23,81.0,32
sandy soil,22,82.0,33
sandy soil,21,83.0,34
sandy soil,20,84.0,35
sandy soil,19,85.0,36
sandy soil,18,86.0,37
sandy soil,17,87.0,38
sandy soil,16,88.0,39
sandy soil,15,89.0,40
sandy soil,14,90.0,41
sandy soil,24,80.0,42
sandy soil,23,81.0,43
sandy soil,22,82.0,44
sandy soil,21,83.0,45
sandy soil,20,84.0,46
sandy soil,19,85.0,47
sandy soil,18,86.0,48
sandy soil,17,87.0,49
sandy soil,16,88.0,50
sandy soil,15,89.0,51
sandy soil,14,90.0,52
sandy soil,13,91.0,53
sandy soil,24,80.0,54
sandy soil,23,81.0,55
sandy soil,22,82.0,56
sandy soil,21,83.0,57
sandy soil,20,84.0,58
sandy soil,19,85.0,59
sandy soil,18,86.0,60
sandy soil,17,87.0,61
sandy soil,16,88.0,62
sandy soil,15,89.0,63
sandy soil,14,90.0,64
sandy soil,13,91.0,65
sandy soil,24,80.0,66
sandy soil,23,81.0,67
sandy soil,22,82.0,68
sandy soil,21,83.0,69
sandy soil,18,86.0,1
sandy soil,17,87.0,2
sandy soil,16,88.0,3
sandy soil,15,89.0,4
sandy soil,14,90.0,5
sandy soil,13,91.0,6
sandy soil,24,80.0,7
sandy soil,23,81.0,8
sandy soil,22,82.0,9
sandy soil,21,83.0,10
sandy soil,20,84.0,11
sandy soil,19,85.0,12
sandy soil,18,86.0,13
sandy soil,17,87.0,14
sandy soil,16,88.0,15
sandy soil,15,89.0,16
sandy soil,14,90.0,17
sandy soil,13,91.0,18
sandy soil,24,80.0,19
sandy soil,23,81.0,20
sandy soil,22,82.0,21
sandy soil,21,83.0,22
sandy soil,20,84.0,23
sandy soil,19,85.0,24
sandy soil,18,86.0,25
sandy soil,17,87.0,26
sandy soil,16,88.0,27
sandy soil,15,89.0,28
sandy soil,14,90.0,29
sandy soil,13,91.0,30
sandy soil,24,80.0,31
sandy soil,23,81.0,32
sandy soil,22,82.0,33
sandy soil,21,83.0,34
sandy soil,20,84.0,35
sandy soil,19,85.0,36
sandy soil,18,86.0,37
sandy soil,17,87.0,38
sandy soil,16,88.0,39
sandy soil,15,89.0,40
sandy soil,14,90.0,41
sandy soil,24,80.0,42
sandy soil,23,81.0,43
sandy soil,22,82.0,44
sandy soil,21,83.0,45
sandy soil,20,84.0,46
sandy soil,19,85.0,47
sandy soil,18,86.0,48
sandy soil,17,87.0,49
loam soil,18,86.0,1
loam soil,17,87.0,2
loam soil,16,88.0,3
loam soil,15,89.0,4
loam soil,14,90.0,5
loam soil,13,91.0,6
loam soil,24,80.0,7
loam soil,23,81.0,8
loam soil,22,82.0,9
loam soil,21,83.0,10
loam soil,20,84.0,11
loam soil,19,85.0,12
loam soil,18,86.0,13
loam soil,17,87.0,14
loam soil,16,88.0,15
loam soil,15,89.0,16
loam soil,14,90.0,17
