dataset_source,dataset_origin,plant_name,temperature,humidity,soil_moisture,soil_ph,wind_speed,country,state,city,hemisphere,is_tropical_country,temperature_f,temperature_range,hot_day,cold_day,optimal_temperature,humidity_level,high_humidity,low_humidity,optimal_humidity,soil_status,dry_soil,wet_soil,optimal_soil,irrigation_score,irrigation_needed,irrigation_priority,watering_needed,water_stress,dryness_index,heat_index,evaporation_risk,good_growing_conditions
tomato irrigation dataset,external,tomato,21.57,73.5,515.82,5.02,2.6,Unknown,Unknown,Unknown,Unknown,0,70.826,-3.4299999999999997,0,0,1,High,0,0,0,Wet,0,1,0,-387.96,0,Low,0,0.04173600092875662,14.22,28.92,-115.39333333333336,0
tomato irrigation dataset,external,tomato,28.51,68.14,671.05,4.77,2.54,Unknown,Unknown,Unknown,Unknown,0,83.31800000000001,3.5100000000000016,0,0,1,Normal,0,0,1,Wet,0,1,0,-535.5,0,Low,0,0.04242243880663642,21.696,35.324,-160.72333333333333,0
tomato irrigation dataset,external,tomato,31.97,90.04,379.62,6.44,4.11,Unknown,Unknown,Unknown,Unknown,0,89.546,6.969999999999999,1,0,0,High,1,0,0,Wet,0,1,0,-250.06,0,Low,0,0.08399453523198991,22.965999999999998,40.974000000000004,-68.57333333333334,0
tomato irrigation dataset,external,tomato,25.48,74.06,501.92,3.93,1.26,Unknown,Unknown,Unknown,Unknown,0,77.864,0.4800000000000004,0,0,1,High,0,0,0,Wet,0,1,0,-371.16,0,Low,0,0.05066412153026326,18.073999999999998,32.886,-108.33999999999999,0
tomato irrigation dataset,external,tomato,31.22,64.06,484.47,4.92,2.12,Unknown,Unknown,Unknown,Unknown,0,88.196,6.219999999999999,1,0,0,Normal,0,0,1,Wet,0,1,0,-345.12,0,Low,0,0.06430881413887572,24.814,37.626,-95.36333333333334,0
tomato irrigation dataset,external,tomato,23.55,84.78,258.69,4.45,2.62,Unknown,Unknown,Unknown,Unknown,0,74.39,-1.4499999999999993,0,0,1,High,1,0,0,Wet,0,1,0,-133.76,0,Low,0,0.09068504755670223,15.072000000000001,32.028,-32.123333333333335,0
tomato irrigation dataset,external,tomato,19.49,69.8,551.85,5.9,4.11,Unknown,Unknown,Unknown,Unknown,0,67.082,-5.510000000000002,0,0,0,Normal,0,0,1,Wet,0,1,0,-424.18,0,Low,0,0.0352536854481324,12.509999999999998,26.47,-127.55666666666667,0
tomato irrigation dataset,external,tomato,23.72,79.78,159.44,2.84,2.35,Unknown,Unknown,Unknown,Unknown,0,74.696,-1.2800000000000011,0,0,1,High,0,0,0,Wet,0,1,0,-32.38,0,Low,0,0.14784343056594365,15.741999999999999,31.698,2.7399999999999998,0
tomato irrigation dataset,external,tomato,22.15,81.83,453.57,5.71,2.69,Unknown,Unknown,Unknown,Unknown,0,71.87,-2.8500000000000014,0,0,1,High,1,0,0,Wet,0,1,0,-328.58,0,Low,0,0.04872736872208901,13.966999999999999,30.333,-97.03333333333335,0
tomato irrigation dataset,external,tomato,24.91,93.69,223.25,5.41,4.07,Unknown,Unknown,Unknown,Unknown,0,76.838,-0.08999999999999986,0,0,1,High,1,0,0,Wet,0,1,0,-100.8,0,Low,0,0.11108138238573022,15.541,34.278999999999996,-22.373333333333335,0
tomato irrigation dataset,external,tomato,27.2,66.69,229.24,4.92,1.25,Unknown,Unknown,Unknown,Unknown,0,80.96,2.1999999999999993,0,0,1,Normal,0,0,1,Wet,0,1,0,-94.16,0,Low,0,0.11813759555246699,20.531,33.869,-13.843333333333334,0
tomato irrigation dataset,external,tomato,24.45,69.95,688.3,3.78,1.94,Unknown,Unknown,Unknown,Unknown,0,76.00999999999999,-0.5500000000000007,0,0,1,Normal,0,0,1,Wet,0,1,0,-556.72,0,Low,0,0.035470767445234294,17.455,31.445,-169.78333333333333,0
tomato irrigation dataset,external,tomato,31.09,92.63,343.02,5.25,2.03,Unknown,Unknown,Unknown,Unknown,0,87.962,6.09,1,0,0,High,1,0,0,Wet,0,1,0,-215.2,0,Low,0,0.09037265275274693,21.826999999999998,40.353,-57.82333333333332,0
tomato irrigation dataset,external,tomato,30.39,85.14,421.37,4.49,2.29,Unknown,Unknown,Unknown,Unknown,0,86.702,5.390000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-291.11,0,Low,0,0.07195113289296115,21.876,38.904,-81.91000000000001,0
tomato irrigation dataset,external,tomato,27.83,75.73,505.77,6.49,4.11,Unknown,Unknown,Unknown,Unknown,0,82.094,2.8299999999999983,0,0,1,High,0,0,0,Wet,0,1,0,-373.8,0,Low,0,0.05491643151725635,20.256999999999998,35.403,-108.61333333333333,0
tomato irrigation dataset,external,tomato,24.86,85.72,409.01,2.64,1.14,Unknown,Unknown,Unknown,Unknown,0,76.748,-0.14000000000000057,0,0,1,High,1,0,0,Wet,0,1,0,-283.41,0,Low,0,0.060632667495914734,16.288,33.432,-81.67,0
tomato irrigation dataset,external,tomato,19.84,74.47,541.01,6.44,2.43,Unknown,Unknown,Unknown,Unknown,0,67.712,-5.16,0,0,0,High,0,0,0,Wet,0,1,0,-414.93,0,Low,0,0.036604490692053654,12.393,27.287,-125.26666666666665,0
tomato irrigation dataset,external,tomato,23.56,74.35,135.1,2.44,3.91,Unknown,Unknown,Unknown,Unknown,0,74.408,-1.4400000000000013,0,0,1,High,0,0,0,Wet,0,1,0,-5.99,0,Low,0,0.1731080088170463,16.125,30.994999999999997,12.556666666666672,0
tomato irrigation dataset,external,tomato,27.86,65.47,512.49,2.28,2.07,Unknown,Unknown,Unknown,Unknown,0,82.148,2.8599999999999994,0,0,1,Normal,0,0,1,Wet,0,1,0,-376.39,0,Low,0,0.054256168571929345,21.313,34.407,-107.41333333333334,0
tomato irrigation dataset,external,tomato,21.99,78.27,308.15,4.97,2.06,Unknown,Unknown,Unknown,Unknown,0,71.582,-3.0100000000000016,0,0,1,High,0,0,0,Wet,0,1,0,-181.87,0,Low,0,0.07113051916545367,14.162999999999998,29.817,-47.47999999999999,0
tomato irrigation dataset,external,tomato,19.46,69.19,630.03,4.11,1.8,Unknown,Unknown,Unknown,Unknown,0,67.028,-5.539999999999999,0,0,0,Normal,0,0,1,Wet,0,1,0,-502.14,0,Low,0,0.03083847043722169,12.541,26.379,-153.4333333333333,0
tomato irrigation dataset,external,tomato,30.71,82.18,203.18,6.65,4.19,Unknown,Unknown,Unknown,Unknown,0,87.27799999999999,5.710000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-71.48,0,Low,0,0.15040650406504064,22.492,38.928000000000004,-7.980000000000004,0
tomato irrigation dataset,external,tomato,27.93,73.95,137.77,2.02,2.38,Unknown,Unknown,Unknown,Unknown,0,82.274,2.9299999999999997,0,0,1,High,0,0,0,Wet,0,1,0,-5.01,0,Low,0,0.20126828565251853,20.535,35.325,14.71333333333333,0
tomato irrigation dataset,external,tomato,26.61,89.88,155.35,5.12,2.65,Unknown,Unknown,Unknown,Unknown,0,79.898,1.6099999999999994,0,0,1,High,1,0,0,Wet,0,1,0,-30.01,0,Low,0,0.1701950751519028,17.622,35.598,2.663333333333336,0
tomato irrigation dataset,external,tomato,29.09,87.0,422.87,4.6,3.64,Unknown,Unknown,Unknown,Unknown,0,84.362,4.09,0,0,1,High,1,0,0,Wet,0,1,0,-294.4,0,Low,0,0.06862953263972445,20.39,37.79,-83.89666666666666,0
tomato irrigation dataset,external,tomato,29.7,65.18,244.84,5.48,4.1,Unknown,Unknown,Unknown,Unknown,0,85.46000000000001,4.699999999999999,0,0,1,Normal,0,0,1,Wet,0,1,0,-107.15,0,Low,0,0.12081028311096648,23.182,36.218,-16.873333333333335,0
tomato irrigation dataset,external,tomato,24.77,80.69,556.84,6.09,4.18,Unknown,Unknown,Unknown,Unknown,0,76.586,-0.23000000000000043,0,0,1,High,1,0,0,Wet,0,1,0,-429.3,0,Low,0,0.04440341316506525,16.701,32.839,-129.33,0
tomato irrigation dataset,external,tomato,30.34,84.98,152.21,2.28,2.49,Unknown,Unknown,Unknown,Unknown,0,86.612,5.34,1,0,0,High,1,0,0,Wet,0,1,0,-21.93,0,Low,0,0.19802884929182168,21.842,38.838,7.829999999999994,0
tomato irrigation dataset,external,tomato,30.83,78.01,256.2,6.28,3.06,Unknown,Unknown,Unknown,Unknown,0,87.494,5.829999999999998,1,0,0,High,0,0,0,Wet,0,1,0,-122.74,0,Low,0,0.11986780715396578,23.028999999999996,38.631,-24.183333333333334,0
tomato irrigation dataset,external,tomato,21.8,63.99,601.54,6.09,1.45,Unknown,Unknown,Unknown,Unknown,0,71.24000000000001,-3.1999999999999993,0,0,1,Normal,0,0,1,Wet,0,1,0,-469.7,0,Low,0,0.03618017061107977,15.401,28.199,-140.64333333333332,0
tomato irrigation dataset,external,tomato,26.51,77.61,146.47,5.51,1.69,Unknown,Unknown,Unknown,Unknown,0,79.718,1.5100000000000016,0,0,1,High,0,0,0,Wet,0,1,0,-16.31,0,Low,0,0.17976537600867976,18.749000000000002,34.271,9.646666666666667,0
tomato irrigation dataset,external,tomato,25.37,75.15,576.82,2.29,2.49,Unknown,Unknown,Unknown,Unknown,0,77.666,0.370000000000001,0,0,1,High,0,0,0,Wet,0,1,0,-446.58,0,Low,0,0.04390640683950019,17.855,32.885000000000005,-133.74333333333334,0
tomato irrigation dataset,external,tomato,25.53,71.4,184.82,5.03,1.56,Unknown,Unknown,Unknown,Unknown,0,77.95400000000001,0.5300000000000011,0,0,1,High,0,0,0,Wet,0,1,0,-52.96,0,Low,0,0.13739102357119795,18.39,32.67,-1.7199999999999989,0
tomato irrigation dataset,external,tomato,31.13,80.39,608.8,5.25,3.1,Unknown,Unknown,Unknown,Unknown,0,88.034,6.129999999999999,1,0,0,High,1,0,0,Wet,0,1,0,-476.05,0,Low,0,0.05104952443424074,23.091,39.169,-142.30999999999997,0
tomato irrigation dataset,external,tomato,22.27,71.37,574.74,6.13,2.41,Unknown,Unknown,Unknown,Unknown,0,72.086,-2.7300000000000004,0,0,1,High,0,0,0,Wet,0,1,0,-445.47,0,Low,0,0.038680654462083575,15.133,29.407,-133.85666666666668,0
tomato irrigation dataset,external,tomato,31.77,68.24,246.88,3.36,2.77,Unknown,Unknown,Unknown,Unknown,0,89.186,6.77,1,0,0,Normal,0,0,1,Wet,0,1,0,-108.76,0,Low,0,0.12816685492980476,24.945999999999998,38.594,-17.193333333333328,0
tomato irrigation dataset,external,tomato,30.63,85.76,353.14,6.72,1.72,Unknown,Unknown,Unknown,Unknown,0,87.134,5.629999999999999,1,0,0,High,1,0,0,Wet,0,1,0,-222.94,0,Low,0,0.08649121816230869,22.054,39.206,-59.21333333333333,0
tomato irrigation dataset,external,tomato,24.42,67.47,385.64,6.64,2.55,Unknown,Unknown,Unknown,Unknown,0,75.956,-0.5799999999999983,0,0,1,Normal,0,0,1,Wet,0,1,0,-253.09,0,Low,0,0.06315952824332713,17.673000000000002,31.167,-68.08999999999999,0
tomato irrigation dataset,external,tomato,29.44,88.19,348.39,3.97,1.14,Unknown,Unknown,Unknown,Unknown,0,84.992,4.440000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-220.11,0,Low,0,0.08426114084547355,20.621000000000002,38.259,-59.23333333333333,0
tomato irrigation dataset,external,tomato,28.77,94.27,242.4,3.85,1.91,Unknown,Unknown,Unknown,Unknown,0,83.786,3.7699999999999996,0,0,1,High,1,0,0,Wet,0,1,0,-117.09,0,Low,0,0.11820049301561215,19.343,38.197,-26.376666666666665,0
tomato irrigation dataset,external,tomato,27.49,75.44,251.17,6.08,1.45,Unknown,Unknown,Unknown,Unknown,0,81.482,2.4899999999999984,0,0,1,High,0,0,0,Wet,0,1,0,-119.35,0,Low,0,0.10901376055835349,19.945999999999998,35.034,-23.876666666666665,0
tomato irrigation dataset,external,tomato,22.48,88.43,520.6,3.31,2.77,Unknown,Unknown,Unknown,Unknown,0,72.464,-2.5199999999999996,0,0,1,High,1,0,0,Wet,0,1,0,-397.99,0,Low,0,0.043098159509202455,13.637,31.323,-121.35666666666668,0
tomato irrigation dataset,external,tomato,20.75,65.89,207.9,2.26,2.5,Unknown,Unknown,Unknown,Unknown,0,69.35,-4.25,0,0,1,Normal,0,0,1,Wet,0,1,0,-77.66,0,Low,0,0.0993298228817616,14.161,27.339,-10.763333333333335,0
tomato irrigation dataset,external,tomato,27.4,87.91,283.55,3.22,3.22,Unknown,Unknown,Unknown,Unknown,0,81.32,2.3999999999999986,0,0,1,High,1,0,0,Wet,0,1,0,-156.79,0,Low,0,0.09629239149534352,18.608999999999998,36.191,-38.88666666666667,0
tomato irrigation dataset,external,tomato,29.8,93.69,156.55,6.08,4.05,Unknown,Unknown,Unknown,Unknown,0,85.64,4.800000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-30.19,0,Low,0,0.18914630276102823,20.431,39.169,3.119999999999995,0
tomato irrigation dataset,external,tomato,18.23,78.1,246.5,6.45,3.41,Unknown,Unknown,Unknown,Unknown,0,64.814,-6.77,0,0,0,High,0,0,0,Wet,0,1,0,-123.16,0,Low,0,0.07365656565656566,10.420000000000002,26.04,-29.379999999999995,0
tomato irrigation dataset,external,tomato,27.0,68.95,141.93,5.14,4.15,Unknown,Unknown,Unknown,Unknown,0,80.6,2.0,0,0,1,Normal,0,0,1,Wet,0,1,0,-7.91,0,Low,0,0.18890365913384174,20.105,33.895,14.37333333333333,0
tomato irrigation dataset,external,tomato,24.2,65.63,525.04,3.32,3.51,Unknown,Unknown,Unknown,Unknown,0,75.56,-0.8000000000000007,0,0,1,Normal,0,0,1,Wet,0,1,0,-391.93,0,Low,0,0.04600410615162345,17.637,30.762999999999998,-114.08999999999999,0
tomato irrigation dataset,external,tomato,30.57,92.08,354.57,3.53,2.41,Unknown,Unknown,Unknown,Unknown,0,87.026,5.57,1,0,0,High,1,0,0,Wet,0,1,0,-226.95,0,Low,0,0.08597463228056361,21.362000000000002,39.778,-61.836666666666666,0
tomato irrigation dataset,external,tomato,22.5,71.36,339.05,2.56,1.81,Unknown,Unknown,Unknown,Unknown,0,72.5,-2.5,0,0,1,High,0,0,0,Wet,0,1,0,-209.59,0,Low,0,0.06616674018526687,15.364,29.636,-55.13666666666668,0
tomato irrigation dataset,external,tomato,24.64,77.4,401.67,2.75,1.27,Unknown,Unknown,Unknown,Unknown,0,76.352,-0.35999999999999943,0,0,1,High,0,0,0,Wet,0,1,0,-272.92,0,Low,0,0.0611915464275958,16.9,32.38,-76.59666666666668,0
tomato irrigation dataset,external,tomato,25.21,75.17,271.55,4.56,3.85,Unknown,Unknown,Unknown,Unknown,0,77.378,0.21000000000000085,0,0,1,High,0,0,0,Wet,0,1,0,-141.45,0,Low,0,0.0924967895798936,17.693,32.727000000000004,-32.1,0
tomato irrigation dataset,external,tomato,19.97,75.23,328.99,6.11,2.77,Unknown,Unknown,Unknown,Unknown,0,67.946,-5.030000000000001,0,0,0,High,0,0,0,Wet,0,1,0,-203.11,0,Low,0,0.06051698536319282,12.447,27.493,-54.76000000000001,0
tomato irrigation dataset,external,tomato,27.98,86.78,462.76,4.16,3.5,Unknown,Unknown,Unknown,Unknown,0,82.364,2.9800000000000004,0,0,1,High,1,0,0,Wet,0,1,0,-335.09,0,Low,0,0.06033293082628946,19.302,36.658,-97.86,0
tomato irrigation dataset,external,tomato,29.63,92.73,250.22,3.93,2.61,Unknown,Unknown,Unknown,Unknown,0,85.334,4.629999999999999,0,0,1,High,1,0,0,Wet,0,1,0,-123.61,0,Low,0,0.11794443117586179,20.357,38.903,-27.896666666666665,0
tomato irrigation dataset,external,tomato,18.81,82.29,387.94,3.92,1.33,Unknown,Unknown,Unknown,Unknown,0,65.858,-6.190000000000001,0,0,0,High,1,0,0,Wet,0,1,0,-265.81,0,Low,0,0.04836221525170977,10.580999999999998,27.039,-77.53666666666668,0
tomato irrigation dataset,external,tomato,22.08,93.5,453.46,2.54,2.18,Unknown,Unknown,Unknown,Unknown,0,71.744,-2.9200000000000017,0,0,1,High,1,0,0,Wet,0,1,0,-333.2,0,Low,0,0.04858513400519297,12.729999999999999,31.43,-100.93333333333332,0
tomato irrigation dataset,external,tomato,18.53,66.67,200.09,4.81,1.1,Unknown,Unknown,Unknown,Unknown,0,65.354,-6.469999999999999,0,0,0,Normal,0,0,1,Wet,0,1,0,-71.93,0,Low,0,0.09214779451986672,11.863000000000001,25.197000000000003,-9.9,0
tomato irrigation dataset,external,tomato,31.39,79.74,298.04,6.34,3.65,Unknown,Unknown,Unknown,Unknown,0,88.502,6.390000000000001,1,0,0,High,0,0,0,Wet,0,1,0,-164.82,0,Low,0,0.10496923488496522,23.416,39.364000000000004,-38.333333333333336,0
tomato irrigation dataset,external,tomato,27.34,83.99,440.28,3.92,3.33,Unknown,Unknown,Unknown,Unknown,0,81.212,2.34,0,0,1,High,1,0,0,Wet,0,1,0,-312.0,0,Low,0,0.06195612762871647,18.941000000000003,35.739,-89.86333333333333,0
tomato irrigation dataset,external,tomato,31.5,85.02,352.73,6.26,4.16,Unknown,Unknown,Unknown,Unknown,0,88.7,6.5,1,0,0,High,1,0,0,Wet,0,1,0,-221.54,0,Low,0,0.08905097107963701,22.998,40.002,-58.25,0
tomato irrigation dataset,external,tomato,25.44,86.45,535.28,4.51,1.13,Unknown,Unknown,Unknown,Unknown,0,77.792,0.4400000000000013,0,0,1,High,1,0,0,Wet,0,1,0,-409.51,0,Low,0,0.047437905571716274,16.795,34.085,-123.61666666666666,0
tomato irrigation dataset,external,tomato,29.23,71.66,254.17,3.44,3.52,Unknown,Unknown,Unknown,Unknown,0,84.614,4.23,0,0,1,High,0,0,0,Wet,0,1,0,-119.45,0,Low,0,0.11455108359133127,22.064,36.396,-22.45666666666666,0
tomato irrigation dataset,external,tomato,23.24,90.88,393.02,4.43,2.93,Unknown,Unknown,Unknown,Unknown,0,73.832,-1.7600000000000016,0,0,1,High,1,0,0,Wet,0,1,0,-270.78,0,Low,0,0.0589817775747424,14.152,32.327999999999996,-79.14,0
tomato irrigation dataset,external,tomato,22.95,64.61,596.21,6.38,1.96,Unknown,Unknown,Unknown,Unknown,0,73.31,-2.0500000000000007,0,0,1,Normal,0,0,1,Wet,0,1,0,-463.69,0,Low,0,0.038428693424423566,16.488999999999997,29.411,-138.3066666666667,0
tomato irrigation dataset,external,tomato,23.3,69.75,202.81,2.88,1.68,Unknown,Unknown,Unknown,Unknown,0,73.94,-1.6999999999999993,0,0,1,Normal,0,0,1,Wet,0,1,0,-72.07,0,Low,0,0.11432216279868505,16.325000000000003,30.275000000000002,-8.653333333333336,0
tomato irrigation dataset,external,tomato,27.21,76.4,639.06,3.57,2.1,Unknown,Unknown,Unknown,Unknown,0,80.97800000000001,2.210000000000001,0,0,1,High,0,0,0,Wet,0,1,0,-507.85,0,Low,0,0.042511639533793714,19.57,34.85,-153.67999999999998,0
tomato irrigation dataset,external,tomato,23.03,80.72,379.4,5.83,3.58,Unknown,Unknown,Unknown,Unknown,0,73.45400000000001,-1.9699999999999989,0,0,1,High,1,0,0,Wet,0,1,0,-253.26,0,Low,0,0.06054153522607782,14.958000000000002,31.102000000000004,-71.35333333333332,0
tomato irrigation dataset,external,tomato,30.61,70.33,398.31,2.6,3.96,Unknown,Unknown,Unknown,Unknown,0,87.098,5.609999999999999,1,0,0,High,0,0,0,Wet,0,1,0,-261.95,0,Low,0,0.0766572337281811,23.576999999999998,37.643,-69.14,0
tomato irrigation dataset,external,tomato,31.77,91.77,488.83,6.82,2.21,Unknown,Unknown,Unknown,Unknown,0,89.186,6.77,1,0,0,High,1,0,0,Wet,0,1,0,-360.12,0,Low,0,0.06485923687810057,22.593,40.947,-105.68666666666665,0
tomato irrigation dataset,external,tomato,18.43,75.81,434.26,5.38,2.79,Unknown,Unknown,Unknown,Unknown,0,65.174,-6.57,0,0,0,High,0,0,0,Wet,0,1,0,-309.84,0,Low,0,0.04234250792629693,10.849,26.011,-91.07,0
tomato irrigation dataset,external,tomato,20.71,63.51,597.49,2.58,3.49,Unknown,Unknown,Unknown,Unknown,0,69.278,-4.289999999999999,0,0,1,Normal,0,0,1,Wet,0,1,0,-466.33,0,Low,0,0.03460375277782419,14.359000000000002,27.061,-139.86,0
tomato irrigation dataset,external,tomato,19.57,88.67,228.25,6.54,2.9,Unknown,Unknown,Unknown,Unknown,0,67.226,-5.43,0,0,0,High,1,0,0,Wet,0,1,0,-108.06,0,Low,0,0.08536532170119956,10.703,28.437,-25.926666666666666,0
tomato irrigation dataset,external,tomato,18.59,93.79,195.34,5.09,3.46,Unknown,Unknown,Unknown,Unknown,0,65.462,-6.41,0,0,0,High,1,0,0,Wet,0,1,0,-77.98,0,Low,0,0.09468269328715494,9.210999999999999,27.969,-17.31666666666667,0
tomato irrigation dataset,external,tomato,21.19,72.12,272.82,6.62,3.32,Unknown,Unknown,Unknown,Unknown,0,70.142,-3.8099999999999987,0,0,1,High,0,0,0,Wet,0,1,0,-144.72,0,Low,0,0.07738660433861662,13.978000000000002,28.402,-34.18666666666667,0
tomato irrigation dataset,external,tomato,24.26,79.41,698.73,6.29,1.83,Unknown,Unknown,Unknown,Unknown,0,75.668,-0.7399999999999984,0,0,1,High,0,0,0,Wet,0,1,0,-571.09,0,Low,0,0.03467051577036857,16.319000000000003,32.201,-176.54,0
tomato irrigation dataset,external,tomato,29.72,80.41,177.34,6.8,1.75,Unknown,Unknown,Unknown,Unknown,0,85.49600000000001,4.719999999999999,0,0,1,High,1,0,0,Wet,0,1,0,-45.73,0,Low,0,0.16664797577660648,21.679,37.760999999999996,0.5633333333333326,0
tomato irrigation dataset,external,tomato,21.11,88.06,427.66,5.62,1.54,Unknown,Unknown,Unknown,Unknown,0,69.998,-3.8900000000000006,0,0,1,High,1,0,0,Wet,0,1,0,-306.0,0,Low,0,0.04924648905892782,12.303999999999998,29.916,-91.16666666666667,0
tomato irrigation dataset,external,tomato,24.92,65.31,568.56,2.74,2.73,Unknown,Unknown,Unknown,Unknown,0,76.85600000000001,-0.0799999999999983,0,0,1,Normal,0,0,1,Wet,0,1,0,-434.75,0,Low,0,0.043753072547229446,18.389000000000003,31.451,-128.01,0
tomato irrigation dataset,external,tomato,31.01,89.44,602.91,4.74,2.14,Unknown,Unknown,Unknown,Unknown,0,87.81800000000001,6.010000000000002,1,0,0,High,1,0,0,Wet,0,1,0,-473.88,0,Low,0,0.051348710900630895,22.066000000000003,39.954,-143.4433333333333,0
tomato irrigation dataset,external,tomato,27.34,85.26,675.31,2.84,2.52,Unknown,Unknown,Unknown,Unknown,0,81.212,2.34,0,0,1,High,1,0,0,Wet,0,1,0,-547.54,0,Low,0,0.04042524877644867,18.814,35.866,-168.63,0
tomato irrigation dataset,external,tomato,29.17,61.22,697.2,2.34,4.19,Unknown,Unknown,Unknown,Unknown,0,84.506,4.170000000000002,0,0,1,Normal,0,0,1,Wet,0,1,0,-558.35,0,Low,0,0.04177885992552277,23.048000000000002,35.292,-166.69333333333336,0
tomato irrigation dataset,external,tomato,25.71,79.84,440.31,2.22,3.83,Unknown,Unknown,Unknown,Unknown,0,78.278,0.7100000000000009,0,0,1,High,0,0,0,Wet,0,1,0,-311.68,0,Low,0,0.05825836713421405,17.726,33.694,-89.57666666666667,0
tomato irrigation dataset,external,tomato,31.73,60.98,259.66,4.15,1.4,Unknown,Unknown,Unknown,Unknown,0,89.114,6.73,1,0,0,Normal,0,0,1,Wet,0,1,0,-118.67,0,Low,0,0.12172945599631703,25.632,37.828,-19.060000000000006,0
tomato irrigation dataset,external,tomato,26.24,77.38,421.54,4.73,2.52,Unknown,Unknown,Unknown,Unknown,0,79.232,1.2399999999999984,0,0,1,High,0,0,0,Wet,0,1,0,-291.5,0,Low,0,0.06210062952619869,18.502,33.977999999999994,-82.14666666666668,0
tomato irrigation dataset,external,tomato,18.64,80.98,546.9,4.26,2.43,Unknown,Unknown,Unknown,Unknown,0,65.55199999999999,-6.359999999999999,0,0,0,High,1,0,0,Wet,0,1,0,-424.38,0,Low,0,0.034020806716554115,10.542,26.738,-130.2,0
tomato irrigation dataset,external,tomato,20.77,82.22,396.47,6.99,2.73,Unknown,Unknown,Unknown,Unknown,0,69.386,-4.23,0,0,1,High,1,0,0,Wet,0,1,0,-272.74,0,Low,0,0.052255516139582854,12.548,28.991999999999997,-79.05000000000001,0
tomato irrigation dataset,external,tomato,23.67,92.44,277.94,6.31,2.55,Unknown,Unknown,Unknown,Unknown,0,74.60600000000001,-1.3299999999999983,0,0,1,High,1,0,0,Wet,0,1,0,-155.98,0,Low,0,0.08485695848569585,14.426000000000002,32.914,-41.01333333333333,0
tomato irrigation dataset,external,tomato,26.42,70.4,596.81,3.42,2.78,Unknown,Unknown,Unknown,Unknown,0,79.55600000000001,1.4200000000000017,0,0,1,High,0,0,0,Wet,0,1,0,-463.83,0,Low,0,0.04419464378314181,19.380000000000003,33.46,-138.1233333333333,0
tomato irrigation dataset,external,tomato,28.81,89.56,600.89,2.68,1.49,Unknown,Unknown,Unknown,Unknown,0,83.85799999999999,3.8099999999999987,0,0,1,High,1,0,0,Wet,0,1,0,-473.67,0,Low,0,0.04786588911595142,19.854,37.766,-144.27666666666667,0
tomato irrigation dataset,external,tomato,23.78,75.83,439.38,6.46,3.04,Unknown,Unknown,Unknown,Unknown,0,74.804,-1.2199999999999989,0,0,1,High,0,0,0,Wet,0,1,0,-310.69,0,Low,0,0.05399881920159862,16.197000000000003,31.363,-89.21666666666665,0
tomato irrigation dataset,external,tomato,27.94,83.34,468.9,3.41,2.81,Unknown,Unknown,Unknown,Unknown,0,82.292,2.9400000000000013,0,0,1,High,1,0,0,Wet,0,1,0,-339.88,0,Low,0,0.05945945945945946,19.606,36.274,-98.78666666666668,0
tomato irrigation dataset,external,tomato,29.06,88.28,417.85,3.02,2.23,Unknown,Unknown,Unknown,Unknown,0,84.30799999999999,4.059999999999999,0,0,1,High,1,0,0,Wet,0,1,0,-289.91,0,Low,0,0.06938044646054672,20.232,37.888,-82.67,0
tomato irrigation dataset,external,tomato,22.44,85.34,573.64,2.91,2.52,Unknown,Unknown,Unknown,Unknown,0,72.392,-2.5599999999999987,0,0,1,High,1,0,0,Wet,0,1,0,-449.82,0,Low,0,0.03905053598774885,13.906,30.974000000000004,-138.03333333333333,0
tomato irrigation dataset,external,tomato,31.71,87.84,634.51,2.51,1.81,Unknown,Unknown,Unknown,Unknown,0,89.078,6.710000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-504.28,0,Low,0,0.04989693317178329,22.926000000000002,40.494,-152.97666666666666,0
tomato irrigation dataset,external,tomato,27.1,82.26,121.17,2.15,2.63,Unknown,Unknown,Unknown,Unknown,0,80.78,2.1000000000000014,0,0,1,High,1,0,0,Wet,0,1,0,7.61,0,Low,0,0.2218220512400753,18.874000000000002,35.326,16.923333333333332,0
tomato irrigation dataset,external,tomato,30.33,88.03,684.7,4.07,1.21,Unknown,Unknown,Unknown,Unknown,0,86.594,5.329999999999998,1,0,0,High,1,0,0,Wet,0,1,0,-555.65,0,Low,0,0.04423217150357298,21.526999999999997,39.132999999999996,-170.69000000000003,0
tomato irrigation dataset,external,tomato,25.78,91.82,319.59,6.43,1.93,Unknown,Unknown,Unknown,Unknown,0,78.404,0.7800000000000011,0,0,1,High,1,0,0,Wet,0,1,0,-195.69,0,Low,0,0.08041423625191055,16.598000000000003,34.962,-53.283333333333324,0
tomato irrigation dataset,external,tomato,28.38,91.65,351.49,6.86,4.08,Unknown,Unknown,Unknown,Unknown,0,83.084,3.379999999999999,0,0,1,High,1,0,0,Wet,0,1,0,-225.45,0,Low,0,0.08051292235240716,19.214999999999996,37.545,-62.12666666666667,0
tomato irrigation dataset,external,tomato,28.79,71.48,333.26,6.86,1.74,Unknown,Unknown,Unknown,Unknown,0,83.822,3.789999999999999,0,0,1,High,0,0,0,Wet,0,1,0,-198.82,0,Low,0,0.08613055705139712,21.642,35.938,-49.053333333333335,0
